GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
8600000US07202,ZCTA5 07202,13097,405,6.6,1.6,4,1.3,11.1,2,9.3,1.6,17.8,2.8,18.8,2.6,14,2.6,12.9,2.2,3.5,1.2,2.1,0.8,50970,2795,65082,3263,45.2,(X),(X),(X),(X),(X),9466,419,3.7,1.5,2.5,1,11.4,2.6,10.3,2.1,15.6,2.8,20.2,2.6,16.3,3.3,13.5,2.4,4,1.3,2.4,1.2,55936,5069,69962,3975,(X),(X),44.5,(X),(X),(X),5400,418,1.2,1.1,1.3,1.1,7.2,2.5,8.4,2.2,14.1,3.8,23.1,3.5,18,3.8,18.5,3.9,5.3,2.1,3,1.5,68266,4473,N,N,(X),(X),(X),(X),(X),(X),3631,398,15.9,4.9,8.3,3.4,15.4,4,8.3,2.7,23.2,5.6,17.2,4.6,6.3,2.7,4.6,2.1,0.3,0.4,0.6,0.9,36422,4990,40260,3871,(X),(X),(X),(X),36,(X)
8600000US07203,ZCTA5 07203,7402,316,4.3,1.5,4.2,1.5,9,2.6,6,2.4,15.9,3.1,19.8,3.5,12,2.8,14.5,3.1,9.2,2.4,5,1.5,64718,3607,81829,5382,45.3,(X),(X),(X),(X),(X),5238,245,1.8,1,1.7,1.1,10.5,3.6,5,2.9,14,3.4,21.1,3.8,12.8,3.6,15.5,3.9,12.2,3.2,5.5,1.9,67166,6564,87263,5291,(X),(X),48.1,(X),(X),(X),2719,301,0.4,0.7,1.1,1.1,1.7,1.4,2.2,3,9.4,3.6,22.9,5.8,16.2,5.3,19.2,5.8,17.7,5.4,9.1,3.3,90806,14359,N,N,(X),(X),(X),(X),(X),(X),2164,262,10.5,4.4,10.3,4.3,9.2,3.9,10.4,4.1,19.8,6.6,16.5,5.6,14,4.7,4.2,3.2,2.7,2.3,2.4,1.9,40284,3962,59831,13469,(X),(X),(X),(X),37.9,(X)
8600000US07204,ZCTA5 07204,4948,203,3.1,1.5,1.4,0.9,5.6,2.3,6.1,2.2,11.3,3.3,22.5,4.2,14.2,3.5,19.9,3.8,9.5,2.6,6.4,2,75000,8022,96032,7582,29.8,(X),(X),(X),(X),(X),3569,178,1.2,1.2,1.7,1.2,4,2.3,5.5,2.6,8.9,3.3,20.9,5.2,14.7,4.8,22.3,4.7,12.5,3.4,8.4,3,87281,4336,108343,10430,(X),(X),33.4,(X),(X),(X),2554,219,0,1.4,1,1.1,2.7,3,5.4,3.1,4.9,2.7,20,5.7,15.6,6.3,25.6,6.1,16.2,4.5,8.5,3.1,103750,22721,N,N,(X),(X),(X),(X),(X),(X),1379,244,8.1,4.3,2.1,1.9,10.6,5.2,8.5,3.7,19.7,8.2,24.2,8.8,14.6,5.6,9,5.1,1.8,2.1,1.4,2.2,51776,8797,59087,8725,(X),(X),(X),(X),19.2,(X)
8600000US07205,ZCTA5 07205,7342,319,4.6,1.8,2.3,1.1,5.4,1.9,7.6,2.7,11.5,2.5,18.3,3.5,17.3,3.1,15.7,3,10.2,2.5,7.2,2.2,75239,3770,92624,6052,41.5,(X),(X),(X),(X),(X),5375,245,3.2,1.8,1.3,0.9,3.6,2.2,5,2.1,12.4,3,18.1,4.3,18.8,3.7,18.5,3.3,10.8,3,8.3,2.8,82670,6695,99884,7282,(X),(X),43.6,(X),(X),(X),3182,317,1.4,1.2,0.7,0.9,1.2,1.1,2.7,1.9,7.4,3.3,18.9,5.6,19,4.2,23.2,4.9,13.5,4.6,12,4.3,98070,9067,N,N,(X),(X),(X),(X),(X),(X),1967,359,9.5,4.6,4.8,3.3,10.9,4.8,17.5,7.4,9.8,4.6,21.8,6.7,14.3,7,3.4,2.5,3.9,3.6,4.1,2.8,44943,14201,63126,11333,(X),(X),(X),(X),30.5,(X)
8600000US07206,ZCTA5 07206,7894,272,7,1.8,4,1.5,14.5,2.7,15.3,2.5,15.2,2.8,20.9,3.4,10.9,2.5,8.4,1.8,2.5,1,1.4,0.7,42727,3604,54854,2817,41.6,(X),(X),(X),(X),(X),6181,254,7.7,2.3,3.7,1.5,13.7,2.9,16.6,2.9,15.5,2.8,20.2,3.9,9.6,2.5,9.1,2.3,3.1,1.3,0.8,0.7,42463,3533,54220,3537,(X),(X),40.7,(X),(X),(X),2979,264,1,1.3,1.7,1.4,7.2,3,12.7,4,13.3,3.9,26.5,5.9,16.4,4.7,14.7,4.2,5.2,2.7,1.2,1.2,63616,4475,N,N,(X),(X),(X),(X),(X),(X),1713,241,14.9,5,8.8,5.1,20.6,6.3,16.7,5.9,16.2,5.8,11.7,4.6,6.5,4.2,2.6,2.3,0.8,0.9,1.3,1.5,26824,2772,38515,5402,(X),(X),(X),(X),32.9,(X)
8600000US07208,ZCTA5 07208,11123,350,6.9,1.5,4.5,1.2,11.5,2,12.7,2.5,15.2,2.5,15.9,2.4,12,2.6,11.1,2.2,6.2,1.9,3.9,1.7,49313,3271,68199,4170,28.2,(X),(X),(X),(X),(X),7324,350,1.9,0.9,3.2,1.4,11.9,2.9,11.6,3.4,17,3,15.8,3.1,12.8,2.9,11.6,2.4,9,2.9,5.3,2.3,55687,5878,78551,5983,(X),(X),29,(X),(X),(X),4641,324,1.7,1.2,2,1.3,9.1,3.7,8.8,4.6,13.6,3.9,16.7,4.1,13.7,3.8,14.2,3.8,12.9,4.4,7.3,3.3,71156,11083,N,N,(X),(X),(X),(X),(X),(X),3799,371,17,3.7,9.2,2.7,13.3,3.3,15.6,3.8,12.1,3.9,13.9,3.6,9,3.6,9.7,4.5,0.2,0.3,0,0.9,31463,3051,42338,4425,(X),(X),(X),(X),25.5,(X)
8600000US07302,ZCTA5 07302,22355,632,5,0.9,3.7,0.9,3.9,0.9,2.4,0.7,3.4,0.7,8.4,1.2,8.5,1.2,19.1,2,15.3,1.5,30.2,2.1,136679,5801,173793,6860,32.2,(X),(X),(X),(X),(X),11174,542,1.7,0.7,1.9,0.8,3.8,1.2,3,1.1,3.2,1.2,5.7,1.6,6.8,1.6,17.3,2.7,15.8,2.4,40.9,3.1,173586,13930,212090,10864,(X),(X),35.4,(X),(X),(X),9279,469,0.6,0.4,0.7,0.5,1.5,0.6,1.6,0.9,2.9,1.1,4.7,1.6,5.8,1.5,16.9,2.7,18,2.9,47.4,3.2,194360,7082,N,N,(X),(X),(X),(X),(X),(X),11181,598,8.4,1.5,5.6,1.5,4.1,1.5,2,0.8,3.9,0.9,11.2,1.6,10.6,1.7,21.1,2.6,14.6,1.9,18.6,2.6,107366,5209,133231,8820,(X),(X),(X),(X),28.8,(X)
8600000US07304,ZCTA5 07304,16075,552,11.7,1.7,5.9,1.4,10,2,10.5,1.9,13.1,1.9,16,2.2,10.6,1.7,13.4,1.9,4.3,1.1,4.5,1,48360,3652,70253,4842,51.9,(X),(X),(X),(X),(X),11012,547,7.3,2,4.6,1.5,8.5,2,9.9,2,14.3,2.7,17.3,3,12.2,2.2,15.6,2.7,4.8,1.5,5.5,1.2,58092,3408,78247,6346,(X),(X),54.6,(X),(X),(X),6081,481,2.8,1.9,2.3,1.6,5.5,2.2,9.2,2.7,13.2,3.1,18.6,4.4,14.3,3.3,18.7,3.6,7.1,2.6,8.2,2.2,72352,9449,N,N,(X),(X),(X),(X),(X),(X),5063,493,22.4,4.1,10.3,3.2,14.6,3.8,12,3.6,10.8,3.1,11.9,3.7,7.2,2.1,6.8,2.4,1.9,1.1,2,1.3,27385,4894,46492,7551,(X),(X),(X),(X),43.3,(X)
8600000US07305,ZCTA5 07305,22652,604,10.3,1.7,7,1.6,7.7,1.5,10.5,1.8,10.5,1.7,16.7,2,10.3,1.7,14.6,1.7,5.7,1.1,6.8,1.2,55955,3462,77334,3671,43,(X),(X),(X),(X),(X),15450,639,8.3,2,4.4,1.5,8.5,1.7,9.2,2.1,11.3,2,15.5,2.6,11.7,2.4,16.1,2,6.9,1.4,7.9,1.5,61927,4860,85353,4889,(X),(X),44.4,(X),(X),(X),8089,572,3.5,1.8,3,1.5,3.1,1.3,6.9,2.3,9,2.3,15.7,3.7,15.2,3.7,20.8,2.9,9.8,2.2,13.1,2.7,83590,7269,N,N,(X),(X),(X),(X),(X),(X),7202,577,16.3,3.4,12.6,3.4,10.2,2.6,12.4,3.2,9.5,2.9,17.7,2.9,8.1,2.3,6.7,1.9,3.1,1.2,3.3,1.3,33715,4633,52775,4331,(X),(X),(X),(X),35.6,(X)
8600000US07306,ZCTA5 07306,20107,439,9.8,1.5,5,1.2,10.7,1.5,8.8,1.3,10.1,1.3,13.9,1.6,13.9,1.8,14.1,1.4,7.1,1.2,6.5,1.1,59794,3734,79217,2890,44.5,(X),(X),(X),(X),(X),12128,551,4.2,1.3,3.6,1.3,10.4,1.8,10.3,1.7,10.6,2.1,14.2,1.8,16.4,2.4,15.4,2.3,8.4,1.8,6.6,1.4,69716,4755,86315,3330,(X),(X),45.6,(X),(X),(X),8407,499,2.4,1.1,3.1,1.6,9.7,2.1,9.3,2,8,2.2,12.3,2.1,17.6,3.1,18.1,3.1,10.4,2.4,9.1,2,80844,4908,98518,4912,(X),(X),(X),(X),(X),(X),7979,422,19.2,3.1,7.7,2.2,11.8,2.4,8.6,2,9,2.1,12.6,2.2,9.5,2,11,1.8,4.7,1.6,6,1.3,40243,5682,64383,4405,(X),(X),(X),(X),40.7,(X)
8600000US07307,ZCTA5 07307,15721,418,5,1.2,5,1.4,9.7,1.9,7.6,1.8,12.1,2.1,18.5,2.4,11.4,1.7,17.1,2.4,7,1.5,6.6,1.2,63281,4322,83915,4278,40.8,(X),(X),(X),(X),(X),10004,455,4.3,1.6,4.1,1.6,9.6,2.3,7.1,2.1,12.3,2.7,16.7,3,11.9,1.9,19.9,3.1,7.7,2.1,6.4,1.5,69391,6322,86968,5539,(X),(X),42.6,(X),(X),(X),6602,455,1.5,1.1,1.5,0.9,7.6,2.5,5.2,2.1,11.1,3.2,16.5,3.7,15.4,2.6,23.1,4.1,10,2.7,8.2,1.8,84839,8068,N,N,(X),(X),(X),(X),(X),(X),5717,406,9.9,2.8,7.1,2.8,9.7,2.7,9.7,3.1,11.7,3.1,19.8,3.8,9.2,2.3,12.3,3.4,5.4,2.1,5.1,1.8,51947,7104,71450,6233,(X),(X),(X),(X),34.7,(X)
8600000US07310,ZCTA5 07310,6097,270,10.2,2.5,2.2,1,2.6,1.5,1.8,0.9,4.5,2.2,7,3,6.2,2.1,16.8,4,15.5,3.9,33.2,4.5,147516,15854,183749,19177,25.7,(X),(X),(X),(X),(X),2903,300,3.7,2.2,1.1,1,0.3,0.4,0.4,0.5,4.8,3.9,7.6,4.2,6.8,2.8,15.7,5.4,16.5,5.2,43.2,6.9,186625,20820,236019,31875,(X),(X),18.1,(X),(X),(X),2532,294,0.9,1.5,0,1.4,0,1.4,0.2,0.3,5.1,4.3,6.7,4.1,5.6,3.1,17.4,6.1,17.3,5.7,46.8,7.7,193542,14172,N,N,(X),(X),(X),(X),(X),(X),3194,332,16.8,4.8,2.8,1.9,4.3,2.5,3,1.6,4.3,2.6,6.4,3.5,5.8,2.8,18.1,5.3,14.7,5.1,23.9,5.2,111918,15553,135873,17595,(X),(X),(X),(X),32.2,(X)
8600000US07311,ZCTA5 07311,205,83,0,15.6,0,15.6,0,15.6,0,15.6,15.6,16.5,0,15.6,0,15.6,9.8,17.5,46.3,32.9,28.3,23.5,188634,30928,254081,97609,10.2,(X),(X),(X),(X),(X),106,63,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,18.9,32.3,38.7,51.1,42.5,38.6,189512,143371,322620,146491,(X),(X),19.8,(X),(X),(X),106,63,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,18.9,32.3,38.7,51.1,42.5,38.6,189512,143776,N,N,(X),(X),(X),(X),(X),(X),99,68,0,29,0,29,0,29,0,29,32.3,34.1,0,29,0,29,0,29,54.5,35.9,13.1,20.6,154183,108864,180698,97843,(X),(X),(X),(X),0,(X)
8600000US07401,ZCTA5 07401,2210,132,0.5,0.7,2.6,2.8,4.2,3.5,2.7,2,6.7,3.9,7.2,3.7,4.6,2.6,11,4.4,19.4,6,41.3,6.3,170968,14907,250027,38508,40.1,(X),(X),(X),(X),(X),1897,103,0,1.8,0,1.8,0.8,1.3,0.8,1,5.5,4.3,7.3,4.2,4.8,2.8,12,5,21.3,6.8,47.5,7,192989,24585,281529,43377,(X),(X),40.2,(X),(X),(X),1684,133,0,2.1,0,2.1,0.9,1.5,0.3,0.6,4,3.7,5.8,4,3.2,2.4,11.5,5.4,20.7,7.2,53.5,7.3,207870,30987,N,N,(X),(X),(X),(X),(X),(X),313,103,3.2,5.3,18.2,18.3,24.6,21.9,14.4,12.4,13.4,10.2,6.7,5.9,3.5,5.7,8.3,7.1,7.7,8.4,0,10.6,30284,17110,46985,13104,(X),(X),(X),(X),39.9,(X)
8600000US07403,ZCTA5 07403,2953,283,2.3,1.8,1.5,1.4,2.5,2,6.5,3.7,5.5,2.4,16.1,6.2,19.3,5.8,23.5,7,11.3,4.2,11.6,3.8,94099,14019,113358,10126,30.9,(X),(X),(X),(X),(X),1971,161,0,1.8,0,1.8,1.1,1.8,5.9,5.2,3.7,2.9,10.8,6.3,20.5,8.4,30.3,9.9,12.7,5.1,15,5.4,114456,13036,129851,13123,(X),(X),27.2,(X),(X),(X),1599,163,0,2.2,0,2.2,0,2.2,5.6,6.9,3.9,3.3,11,7.2,19.8,8.6,27,9.7,14.3,6,18.4,6.6,122371,17646,N,N,(X),(X),(X),(X),(X),(X),982,241,6.8,5.5,4.4,4.1,5.2,4.8,7.6,5.5,9.2,6.2,26.7,11.3,16.7,10.1,9.9,6.9,10.2,8,3.4,3.9,66818,9044,79589,16546,(X),(X),(X),(X),38.4,(X)
8600000US07405,ZCTA5 07405,6394,225,1.6,0.8,2,1.2,4.5,1.5,3.4,1.3,6.3,1.8,11.6,2.9,12.1,2.5,20.4,3.3,14,2.4,24.1,3.1,116884,4756,153148,8159,38.2,(X),(X),(X),(X),(X),4748,210,1.4,0.9,0.9,0.6,1.6,1,2.5,1.4,6.1,2,9.5,3.3,10.1,2.9,21,3.9,16.9,3.1,30.1,4.2,138478,16666,176210,11332,(X),(X),40.7,(X),(X),(X),3869,234,0.6,0.7,0.5,0.5,1.2,0.9,2.2,1.5,5,1.8,7.6,3.4,8.4,2.9,20.7,4,18.2,3.4,35.5,4.8,160438,9369,N,N,(X),(X),(X),(X),(X),(X),1646,233,3.2,2.1,6,4.1,12.9,5.2,5.1,2.4,7.6,3.7,17,5.2,17.3,5.5,19.1,5.5,5.2,2.7,6.6,3.1,73705,5296,84545,7416,(X),(X),(X),(X),30,(X)
8600000US07407,ZCTA5 07407,6738,228,5.3,2,3.6,1.5,7,1.8,5.2,1.4,8.4,2.1,18.2,3,14,2.4,22,3.4,10.2,2.7,6.1,1.4,77334,4840,91941,4887,47.7,(X),(X),(X),(X),(X),5076,172,2.8,2.1,1.2,1,5,1.9,4.2,1.7,7.5,2.3,17.9,3.9,18.1,3,23.1,3.8,12.6,3.5,7.7,1.9,91111,6890,103989,6188,(X),(X),49.4,(X),(X),(X),3637,221,0,1,0.6,0.7,2.1,1.1,3.1,1.5,6.9,2.4,15.8,4,18.5,3.6,27.1,4.6,16.2,4.6,9.7,2.6,104806,10450,N,N,(X),(X),(X),(X),(X),(X),1662,259,14.3,5.9,9.7,5,17.7,5.9,8.5,3.6,8.5,3.5,19.9,5.4,6.4,3.9,12.2,5.3,2,1.8,0.8,1.1,34091,11146,49109,6234,(X),(X),(X),(X),40.7,(X)
8600000US07410,ZCTA5 07410,11387,361,2.7,1.5,1.2,1,5.2,1.5,3.4,1.1,5.3,1.5,11.1,2.3,10.8,2,19.7,2.8,17.5,2.8,23.2,2.8,123159,8358,148924,7671,34.3,(X),(X),(X),(X),(X),8948,292,0.6,0.5,2,1.6,2.6,1.4,2,0.8,4.3,1.3,9.7,2.3,9.2,2,20.2,3.2,21.1,3.5,28.4,3.6,148670,11059,169286,9242,(X),(X),37,(X),(X),(X),7584,333,0.6,0.5,1.3,1.1,0.9,0.6,1.5,0.9,4.1,1.4,7.7,2.5,8.6,2.2,20.5,3.6,23.1,4.1,31.7,4.1,160553,8912,N,N,(X),(X),(X),(X),(X),(X),2439,372,10.6,6.3,0.5,0.9,14.9,4.6,8.3,3.7,8.4,3.7,17,5.5,14.6,5.2,18.6,5.8,4.6,2.7,2.5,1.8,62540,9929,69598,8486,(X),(X),(X),(X),22.8,(X)
8600000US07416,ZCTA5 07416,2232,145,6.1,3.6,3.2,2.5,9.6,3.9,9.5,4.5,7.8,2.9,19.8,4.4,11.6,3.6,20.6,5.1,7.5,3,4.3,2.2,68242,9337,84175,12271,38.1,(X),(X),(X),(X),(X),1403,104,4.2,4.4,0.4,0.6,8.2,5.9,2.4,1.9,6.8,3,21.2,5.9,10.1,4.4,29.2,7.5,11.3,4.5,6.1,3.1,91047,16208,97457,8631,(X),(X),42,(X),(X),(X),1081,123,0,3.2,0.6,0.8,6.3,6,2,1.9,6.8,3.2,20.6,6.2,6.8,3.7,36.2,8.7,13,5.6,7.9,3.9,108821,6106,N,N,(X),(X),(X),(X),(X),(X),829,169,14.2,8.9,7.8,6.6,11,5.2,17.7,8,9.4,5.3,20.3,7.6,14.4,6.2,2.9,2.9,1.1,1.7,1.2,2.1,34681,12067,58751,27922,(X),(X),(X),(X),30.4,(X)
8600000US07417,ZCTA5 07417,3845,176,1.3,1,0.4,0.4,2.9,2.7,1,1.1,5.3,2.2,7,2.8,7.3,3.3,18.1,4.4,12.3,4.1,44.6,5.8,172766,18490,250679,27260,40.7,(X),(X),(X),(X),(X),3265,177,0,1.1,0.2,0.3,1.9,2.8,0.5,0.8,3.1,2,6.9,3.2,5.9,3,17.4,4.6,13.3,4.6,50.9,6.6,208750,53429,278263,30786,(X),(X),42,(X),(X),(X),2940,198,0,1.2,0.2,0.3,2.1,3.1,0.5,0.9,2.4,2.3,5.6,3,5.3,2.8,18.2,5.2,9.7,3.9,55.9,6.9,234792,33389,N,N,(X),(X),(X),(X),(X),(X),580,169,8.4,6.5,1.7,2.5,8.3,8,4.1,6.5,17.4,11.3,7.2,5.9,15,11.5,25.5,13.7,5.7,6.8,6.6,6.9,81739,40844,89706,25002,(X),(X),(X),(X),33.1,(X)
8600000US07418,ZCTA5 07418,762,113,0,4.5,0.1,0.7,3.5,3.5,2.2,3,1.2,2,11.9,7.2,17.8,8.9,20.3,8.2,22,8.6,20.7,10.8,133186,27677,147014,24051,36.2,(X),(X),(X),(X),(X),619,106,0,5.5,0.2,0.9,0.8,1.7,0.5,1.3,1.5,2.4,18.3,9.2,19.7,9.8,17.4,9.2,19.4,8.4,22.3,12.9,132796,32806,148728,27250,(X),(X),30.5,(X),(X),(X),524,103,0,6.5,0.2,1.1,0,6.5,0.6,1.5,0,6.5,15.1,10.4,23.3,11.9,11.6,8.1,22.9,9.6,26.3,14.9,144000,37372,N,N,(X),(X),(X),(X),(X),(X),143,74,0,21.5,0,21.5,15.4,16.6,11.9,17.7,0,21.5,0,21.5,0,21.5,25.2,20.4,33.6,30,14,18.4,134327,88759,132140,42979,(X),(X),(X),(X),58.7,(X)
8600000US07419,ZCTA5 07419,3592,227,4,2,3,1.7,7.1,2,4.6,1.8,7.6,2.9,15.5,3.8,15.1,3.8,22.8,3.5,10.7,3.1,9.5,3,88469,5616,100727,7752,31.3,(X),(X),(X),(X),(X),2304,159,0.8,1,1.5,1.5,1.9,1.5,3.8,2.3,6.3,3.7,14.5,4.7,15.9,4.6,27.3,5.1,15.9,4.5,12.2,4,106103,7495,120081,9238,(X),(X),34.7,(X),(X),(X),1901,163,0,1.8,0.7,1.1,1.9,1.7,2.5,2.2,3.8,2.3,13.3,4.8,18.3,5.4,28.6,5.6,16.2,4.8,14.8,4.9,110865,7452,N,N,(X),(X),(X),(X),(X),(X),1288,202,10.2,5.3,5.7,4,16.5,5.4,6.2,3.5,9.9,5,18.8,5.8,12.4,6.3,15.7,5.7,0.9,1.4,3.6,2.7,53182,19600,63948,8422,(X),(X),(X),(X),24.5,(X)
8600000US07420,ZCTA5 07420,1716,134,1.5,2.2,0.5,0.9,12.9,5.4,5,3.5,6.1,3.6,13.5,5.2,20.3,6.4,28.8,5.9,8.1,3.3,3.2,2.5,83796,11367,88429,6327,48.8,(X),(X),(X),(X),(X),1104,121,0,3.1,0.8,1.4,7.1,5.9,2.6,2.7,7.6,5.1,10.1,5.9,22,9.5,34.7,7.7,11.2,5,3.9,3.6,99615,10738,101878,8316,(X),(X),48.5,(X),(X),(X),846,129,0,4,1.1,1.8,8.3,7.7,0.9,1.5,5.6,4.3,11.5,7.1,16.8,7.3,36.2,9,14.7,5.7,5.1,4.7,106848,12429,N,N,(X),(X),(X),(X),(X),(X),612,116,4.1,6.2,0,5.6,23.5,11.8,9.3,8.2,3.4,3.3,19.6,11,18,7.6,19.6,10.4,2.5,2.9,0,5.6,56016,12095,61141,10478,(X),(X),(X),(X),48,(X)
8600000US07421,ZCTA5 07421,2653,156,1.6,1.9,1.9,1.3,3.4,2,4.3,2.1,5.6,2.5,18.2,4.6,17.7,4.7,22.9,4.5,13.7,4.1,10.7,3.8,95383,8028,117738,10844,42.9,(X),(X),(X),(X),(X),1898,158,1.6,2.6,0.6,1,2.4,1.7,3.6,2.4,4.4,2.8,17.3,6,15.9,5.1,26.1,5.6,16.8,4.8,11.2,4.2,107000,11097,127536,13364,(X),(X),43.4,(X),(X),(X),1640,163,0,2.1,0.7,1.1,2.2,1.8,3.4,2.6,3.8,2.7,14.7,5.9,15.4,5.6,29.4,6.2,18,5.5,12.4,4.7,114924,13076,N,N,(X),(X),(X),(X),(X),(X),755,164,1.6,2.4,5.2,4.4,5.8,5.5,7.2,5.1,10.3,6.5,20.5,8.1,19.5,10.2,16.6,8.3,5.2,6.2,8.2,6.9,74063,28413,89888,15569,(X),(X),(X),(X),41.6,(X)
8600000US07422,ZCTA5 07422,2334,220,1,1.2,1.5,1.7,0.7,0.8,2.1,1.9,7.7,4,16.7,5.7,20.4,5.5,26.2,7.3,12.1,4.9,11.7,5.4,100000,7033,119990,12644,32.8,(X),(X),(X),(X),(X),1977,210,0.8,1.2,1.2,1.8,0,1.8,0.9,1.2,8.4,4.2,15.2,6.1,19,6.1,29.9,8.5,11.6,5,13,6.4,101381,7538,125626,14456,(X),(X),34.5,(X),(X),(X),1613,204,0.9,1.5,0,2.1,0,2.1,0.4,0.8,9.1,5,14.7,6.3,21.5,7.6,26.2,7.9,12.3,5.7,14.9,7.2,104375,20331,N,N,(X),(X),(X),(X),(X),(X),357,119,2.2,3.9,3.1,5.2,4.8,5.1,8.7,9.5,9.2,9.5,24.9,12,31.9,15.3,5.9,6.2,4.8,6.2,4.5,7.7,72031,24804,78917,21074,(X),(X),(X),(X),23,(X)
8600000US07423,ZCTA5 07423,1438,73,0,2.4,0,2.4,3.7,3.6,0.6,0.9,6.1,2.9,3.8,2.6,3.2,2,13.7,4.9,14,5.3,55.1,7.4,216875,25735,261410,30099,34.5,(X),(X),(X),(X),(X),1165,55,0,3,0,3,0,3,0.7,1.1,4,2.6,3.8,2.8,3.1,2.2,13.4,5.1,14.7,6.2,60.3,7.7,231433,39776,275142,30637,(X),(X),32.6,(X),(X),(X),1115,63,0,3.1,0,3.1,0,3.1,0.7,1.1,2.7,2.2,3,2.6,3.2,2.3,12.9,5,15.3,6.4,62.1,7.9,232287,51041,N,N,(X),(X),(X),(X),(X),(X),273,96,0,12,0,12,19.4,16.4,0,12,14.7,12,3.7,5.8,3.7,5.4,15,11.7,11,10,32.6,19,126058,57413,202809,90623,(X),(X),(X),(X),42.5,(X)
8600000US07424,ZCTA5 07424,9756,376,3,1.2,1.5,1,4.5,1.7,5.2,1.5,10.8,2.4,16.2,2.8,14.6,2.9,19.6,2.9,12.1,2.5,12.4,1.9,87125,6091,113287,5782,44.6,(X),(X),(X),(X),(X),6569,289,2.5,1.2,1.2,1.2,3.8,2.1,4.3,1.9,7.9,2.3,13.1,3.1,13.2,2.9,24.6,3.7,14.2,3.2,15.3,2.6,108197,6135,124590,7062,(X),(X),48.7,(X),(X),(X),5155,261,0.9,0.9,0.8,1.3,2.5,2,3.3,2,8.6,2.9,10.9,3.4,12.7,3.3,26.7,4.3,15.5,4,18,3.3,115505,13810,N,N,(X),(X),(X),(X),(X),(X),3187,363,6.3,3.2,2.3,1.5,6.3,2.8,6.7,2.5,17.1,5.5,20.9,5,17.9,5.4,9.8,4.1,8,4,4.6,2.7,61875,12106,85236,13695,(X),(X),(X),(X),33.8,(X)
