GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
8600000US07430,ZCTA5 07430,9778,294,3.1,1,2.2,1.2,5.7,1.9,3.4,1.5,8.4,2.3,12,2.4,12,2.6,20.3,3.5,11.2,2.1,21.6,2.9,107081,4519,146435,10143,36.1,(X),(X),(X),(X),(X),6534,239,1.6,1.3,0.7,0.5,2.2,1.1,1.8,1,6,2.2,10.6,2.8,12.2,2.9,20.7,3.8,15.2,2.9,29,4.4,135250,14180,175479,15439,(X),(X),36.6,(X),(X),(X),5317,319,0.5,0.6,0,0.7,2.3,1.2,1.4,1,4.7,2.1,9.2,2.8,12.1,3.1,20.8,4.2,16,3.1,33,4.8,145578,13945,N,N,(X),(X),(X),(X),(X),(X),3244,315,7.7,2.8,5.4,3.4,11,5.1,6.8,4.3,13.4,4.5,16.2,5.2,11.6,4.3,18.3,6.1,3.2,2.2,6.4,3.1,58298,10754,85364,14050,(X),(X),(X),(X),34.7,(X)
8600000US07432,ZCTA5 07432,2669,154,1.3,1.6,0,1.3,4,2.6,5.1,3.5,6.4,2.7,9,3.7,15.3,5.4,25.9,6.6,13.6,5,19.4,6.1,121162,17469,139666,13789,37.4,(X),(X),(X),(X),(X),2029,125,0,1.7,0,1.7,2.3,2,3.7,4,3.1,2.4,7.6,3.6,11.5,5.5,32.1,7.8,17.2,6.6,22.4,7.5,139138,7539,156046,16059,(X),(X),37.6,(X),(X),(X),1769,146,0,2,0,2,1.8,1.9,4.3,4.6,0.9,1.4,7.7,4.1,8.1,5.5,32.7,8.8,19.8,7.5,24.7,8.4,144363,10060,N,N,(X),(X),(X),(X),(X),(X),640,168,5.6,6.3,0,5.3,9.4,7.6,9.2,7.2,17.2,8.4,13.3,8,27.5,14.2,8.8,6.8,2,3.2,7,6.3,57241,29436,83087,23460,(X),(X),(X),(X),37,(X)
8600000US07435,ZCTA5 07435,852,127,1.1,1.6,1.3,1.8,0,4,4,4.9,7.4,6.8,12.2,6.9,8.2,4.4,25.7,9.3,14.6,8.4,25.6,8.7,123949,8978,168555,31076,49.8,(X),(X),(X),(X),(X),657,105,0,5.2,1.7,2.4,0,5.2,1.4,2.1,0,5.2,12,6.4,9.4,5.9,26.5,10.7,18.9,10.4,30.1,10.2,132440,45777,189984,34543,(X),(X),47,(X),(X),(X),634,105,0,5.4,1.7,2.5,0,5.4,1.4,2.2,0,5.4,12.5,6.6,8.4,5.7,25.2,11,19.6,10.6,31.2,10.8,150347,38992,N,N,(X),(X),(X),(X),(X),(X),195,96,4.6,7.5,0,16.4,0,16.4,12.8,20.4,32.3,26.3,12.8,19.1,8.7,11.4,18.5,22.9,0,16.4,10.3,16.1,50050,39630,95219,58391,(X),(X),(X),(X),59,(X)
8600000US07436,ZCTA5 07436,4237,145,0.8,0.7,0.3,0.4,3.4,1.3,1.9,0.8,6.3,2.2,12.7,3.2,10.3,2.4,23.9,3.4,16.5,2.9,23.8,3.3,126319,8680,155648,9237,32.2,(X),(X),(X),(X),(X),3656,122,0.4,0.6,0.4,0.5,2.5,1.2,2,1.2,5.2,2.1,12.3,3.3,9.3,2.5,23.1,3.6,18.6,3.4,26.2,3.7,136223,13669,164088,10528,(X),(X),32.1,(X),(X),(X),3207,150,0.5,0.7,0,1.1,2,1.4,1.2,0.7,5.3,2.2,10.3,3,9.2,2.7,23.4,4.2,20,3.6,28.2,3.8,142145,12196,N,N,(X),(X),(X),(X),(X),(X),581,117,3.4,3.3,0,5.8,9.5,5.6,6.7,4.6,12.7,7.8,11.7,6.8,16.7,8.6,28.2,10.5,6.4,4.3,4.6,4,86902,15858,93363,14440,(X),(X),(X),(X),26.2,(X)
8600000US07438,ZCTA5 07438,4386,179,2.4,1.6,2.7,1.9,4.3,2.3,4.1,2.2,5.4,2.4,14.7,3.7,9.5,2.5,23.9,4.5,18.5,3.5,14.6,3.4,111169,7726,127734,11402,36.5,(X),(X),(X),(X),(X),3262,185,0.2,0.4,0,1.1,2.4,2,4,2.5,4.9,2.5,14,4.7,9,3.3,24.3,4.6,22.3,4.5,18.8,4.4,128313,13380,146820,14046,(X),(X),39.4,(X),(X),(X),2804,212,0,1.2,0,1.2,2.8,2.3,1.1,1.3,3.4,2.7,10.5,4.6,8.7,3.3,26.4,4.9,25.2,5.5,21.8,5.1,138050,17754,N,N,(X),(X),(X),(X),(X),(X),1124,201,8.6,6.3,10.5,7.4,9.7,6.4,4.7,3.9,7.5,4.9,15.8,6.9,10.7,5.8,25,9.2,5.7,5.3,1.8,2.8,58542,14521,70772,12619,(X),(X),(X),(X),27.6,(X)
8600000US07439,ZCTA5 07439,827,71,5.4,4.2,0.5,0.7,2.7,2.4,1.1,1.2,8.7,3.7,22.2,6.4,15.2,5.4,27.6,5.8,9.1,4.7,7.5,4.9,89659,14082,98964,9728,38.6,(X),(X),(X),(X),(X),676,60,2.7,3.1,0,5,2.5,2.5,0,5,5.9,3.5,25.4,7.7,13.6,5.2,31.8,7,12.9,5.8,5.2,3.4,99773,9582,103911,8917,(X),(X),40.2,(X),(X),(X),497,73,0,6.8,0,6.8,1.4,1.9,0,6.8,4.8,3.7,22.5,7.6,15.7,6.4,36.4,8.3,12.1,5.8,7,4.6,105313,6634,N,N,(X),(X),(X),(X),(X),(X),151,50,17.9,17.4,2.6,3.7,3.3,4.8,6,6.2,21.2,12.7,21.2,15.9,13.9,12.5,4,5.2,9.9,14.6,0,20.5,49063,15911,57764,19939,(X),(X),(X),(X),31.1,(X)
8600000US07440,ZCTA5 07440,1513,200,3.6,3.3,4.2,3.5,4.7,3.1,3.4,3.1,3.3,3.4,10.3,6.2,11.5,6.4,23.7,10.9,20,7.9,15.3,6.7,134766,26897,135120,18710,32.3,(X),(X),(X),(X),(X),1225,185,0,2.8,0,2.8,2.1,3.4,2.6,3,2.4,2.7,14,7.9,10.3,7.2,27.8,12.8,24.7,9.6,16.2,8.5,145724,9340,151941,20731,(X),(X),29.9,(X),(X),(X),859,171,0,4,0,4,0,4,1.9,3.1,1.6,2.7,13.7,8.7,7.2,6.6,24.8,14.7,33.2,12.1,17.6,9.7,156354,19001,N,N,(X),(X),(X),(X),(X),(X),288,110,19.1,16.5,21.9,16,15.6,14.6,6.9,10.1,6.9,11,0,11.4,16.7,16,7.3,11.5,0,11.4,5.6,9.3,19107,17792,51212,30791,(X),(X),(X),(X),42.4,(X)
8600000US07442,ZCTA5 07442,4004,238,3.4,1.8,1.9,1.5,3.9,1.9,5.4,2.9,7.6,2.9,11.8,3.5,14.6,3.7,25.7,5.2,12.4,3.6,13.3,3.9,102371,8617,113851,7866,42.5,(X),(X),(X),(X),(X),2856,165,1.1,1.1,0.4,0.7,4.1,2.4,2,1.4,8.1,3.7,10.3,3.7,16,4.7,26.8,6.5,16.1,4.8,15.3,4.5,113989,8279,125104,8721,(X),(X),45.6,(X),(X),(X),2196,201,0.8,0.9,0,1.6,2.9,2.2,1.2,1.2,6.6,4.1,5.1,2.7,16.8,5.2,29,8.5,20,6.1,17.7,5.4,124559,10090,N,N,(X),(X),(X),(X),(X),(X),1148,225,9,5.8,5.7,5,3.6,2.5,15.1,9.5,9.1,5.7,17.2,7.5,10.5,7.2,20.4,7.4,2.2,2.5,7.4,6.3,63810,17884,80446,17174,(X),(X),(X),(X),32.5,(X)
8600000US07444,ZCTA5 07444,4658,278,3.3,1.8,2.3,1.9,8.6,3.2,7.2,2.7,7.6,2.6,10.3,3.3,10.8,3.6,20.5,4,11.1,3.4,18.2,4,98281,15661,119790,11588,42.4,(X),(X),(X),(X),(X),2890,236,0.6,0.9,0.6,0.9,2.4,2.7,3.8,2.5,3.3,2.1,12.6,4.8,12.7,4.3,26,6.4,12.9,4.3,25.3,5.4,127167,17036,147782,15031,(X),(X),39.1,(X),(X),(X),2453,250,0,1.4,0.7,1,2.8,3.2,1.4,1.4,2.7,2.2,12.8,5.4,12.7,4.8,24.6,6.3,14.3,4.7,28.1,6.1,134779,10596,N,N,(X),(X),(X),(X),(X),(X),1768,231,7.9,4.7,5.1,4.5,18.9,6.7,12.7,5.7,15.4,5.6,6.7,4,8.4,5.4,14.3,4.3,4.5,3.4,6.1,5.4,38893,7924,70084,16285,(X),(X),(X),(X),47.8,(X)
8600000US07446,ZCTA5 07446,5512,241,1.4,1,0.9,0.9,3.4,2.2,4.2,2.3,5,2.2,10.1,3.2,8.4,3.1,17.7,3.9,14.9,3.2,34.1,4.5,147625,13866,188483,15700,31.3,(X),(X),(X),(X),(X),4139,204,0.4,0.6,0.9,1.1,0,0.8,2.6,2.6,3.1,2.5,8.6,3.5,7.1,3.3,18.4,4.7,16.9,4,42.1,5.6,176594,17127,211118,17547,(X),(X),30.4,(X),(X),(X),3673,242,0,0.9,1,1.2,0,0.9,1,1.2,1.5,1.1,7.2,3.5,7,3.1,18.3,4.9,18.2,4.4,45.8,6.1,189923,15281,N,N,(X),(X),(X),(X),(X),(X),1373,306,4.4,3.5,0.7,1.4,13.5,7.8,9,5.5,10.9,4.9,16.8,7,11.1,5.1,15.4,6,9,5.8,9.2,5,72176,8675,105541,25336,(X),(X),(X),(X),34,(X)
8600000US07450,ZCTA5 07450,8310,205,2.7,1,0.9,0.5,1.8,0.9,2.9,1.2,4,1.3,6.5,1.2,7.7,2.1,15.8,2.4,10.1,1.8,47.5,2.8,184556,15612,247297,12564,33.9,(X),(X),(X),(X),(X),6660,168,1.5,0.9,0.8,0.5,0.8,0.6,1.9,1.1,2.4,1.2,5.2,1.3,6.1,2,14.5,3,11.3,2.1,55.5,3.5,223924,14340,279836,15759,(X),(X),34.9,(X),(X),(X),5772,241,0.7,0.6,0.8,0.6,0.7,0.7,1.6,1.2,1,0.9,3.6,1.3,6,2.2,13.3,2.7,12.4,2.3,60,3.8,234921,10141,N,N,(X),(X),(X),(X),(X),(X),1650,235,7.9,3.9,1.4,1.7,6.7,3.8,7.1,4.3,10.8,5,10.5,3.9,14.2,6.3,23.3,7.7,4.7,2.4,13.4,6.1,84583,12262,112669,18668,(X),(X),(X),(X),29.7,(X)
8600000US07452,ZCTA5 07452,3776,115,2.3,1.7,0.4,0.6,3.5,1.6,1.6,1.3,3.5,1.6,6.2,2,9.1,3,12.7,3.3,14,3.4,46.7,4.2,187000,15746,217048,15955,29,(X),(X),(X),(X),(X),3232,98,0.6,0.9,0,1.1,0.8,0.8,0.7,0.7,2.1,1.4,6.1,2.1,6,2.8,14.3,3.8,15.7,4,53.7,4.5,210833,10191,242517,17702,(X),(X),29.9,(X),(X),(X),2959,138,0.6,1,0,1.2,0.5,0.8,0.3,0.5,2,1.6,5,2.2,5.2,2.7,14.4,3.9,17.1,4.2,54.7,4.9,213634,17187,N,N,(X),(X),(X),(X),(X),(X),544,111,12.5,10.1,2.6,4,19.5,10.4,7.4,6.8,12.3,8.5,7.2,5.3,27.2,10.9,2.9,4.7,3.7,3.6,4.8,4.5,40761,13915,61702,13264,(X),(X),(X),(X),17.3,(X)
8600000US07456,ZCTA5 07456,4092,133,0.9,0.8,1.4,1.5,1,0.9,4.6,1.8,4,1.6,11.8,3.5,16.1,4,19.9,4.4,19.4,4.2,20.9,4.2,122385,14651,149993,14697,38,(X),(X),(X),(X),(X),3333,143,0,1,0.3,0.5,0.5,0.8,2.4,1.2,2.9,1.5,9.9,3.7,17.4,4.8,21,5.3,22.5,5.3,23,5,141795,13842,162123,17215,(X),(X),40.4,(X),(X),(X),2890,198,0,1.2,0.4,0.6,0.1,0.2,2.4,1.5,3.2,1.7,8.6,3.3,12.7,4.3,23.2,5.9,25.2,5.8,24.2,5.5,148963,11446,N,N,(X),(X),(X),(X),(X),(X),759,134,4.6,4.2,7.8,7.6,3,3.2,14.6,8.2,7.1,4.5,21.7,8.6,10,6.4,15,6.7,5.9,5.2,10.1,6.9,61507,11659,94100,22439,(X),(X),(X),(X),27.1,(X)
8600000US07457,ZCTA5 07457,1817,121,1.7,1.5,1.4,1.3,6.8,3.9,5.8,2.8,6.1,3.3,9.2,3.9,15,4.9,28.2,6.5,15,4.3,10.8,4.3,110664,16466,116203,9016,24.9,(X),(X),(X),(X),(X),1106,83,0,3.1,0,3.1,3.3,4,3.6,3.1,7.3,5.2,2.5,2.5,13.1,5.5,36.2,9,18.1,5.7,15.8,6.7,127630,5494,139177,13155,(X),(X),25.9,(X),(X),(X),876,96,0,3.9,0,3.9,3,4.8,2.7,3.1,6.3,5.7,2.4,2.8,11.9,6.6,35.7,9.8,20.2,7.5,17.8,8.1,127574,6480,N,N,(X),(X),(X),(X),(X),(X),711,147,4.4,3.9,3.7,3.4,12.2,7.7,9.1,4.9,5.3,3.5,19.7,8,16.6,8.1,15.8,7.7,10.3,6.2,3,3,73514,8828,79718,12008,(X),(X),(X),(X),21.9,(X)
8600000US07458,ZCTA5 07458,3859,162,0.8,0.7,1.5,1.1,4.6,2.8,2.4,2,5.1,2.4,5.1,2.8,8.2,3.5,17.7,4.5,11.3,4,43.2,5.6,162837,28311,276258,28686,43.2,(X),(X),(X),(X),(X),3051,159,1,0.9,0.6,1,3.2,2.9,0.5,0.6,3.9,2.1,5.8,2.7,7.5,3.6,16.4,4.5,12.1,4.6,49,6.4,194141,40932,310528,35923,(X),(X),45.8,(X),(X),(X),2639,220,0.2,0.4,0.7,1.2,2.9,3.2,0.6,0.7,4.1,2.3,4.9,2.6,6.7,3.4,16.3,4.5,12.1,4.9,51.6,6.8,215504,55772,N,N,(X),(X),(X),(X),(X),(X),808,187,0,4.2,4.6,5.1,9.9,7.7,9.8,8.7,9.7,7.9,8,9.3,9.3,7.6,22.4,11.2,8,7.7,18.3,7.9,84167,48503,127506,27419,(X),(X),(X),(X),33.5,(X)
8600000US07460,ZCTA5 07460,1269,139,1.3,2.1,1.3,2.1,5,3.3,3.9,3.3,9,5.1,6.5,3.8,17.6,8,15.8,7.2,21.3,8.5,18.4,6.4,109245,17285,127559,15850,35.2,(X),(X),(X),(X),(X),887,136,0,3.9,0,3.9,0,3.9,3.2,3.8,2.9,2.6,6.2,5,22.2,9.6,13.8,6.9,30.8,12,21,8.5,150824,31060,149083,14912,(X),(X),38.2,(X),(X),(X),757,107,0,4.5,0,4.5,0,4.5,3.7,4.4,2.2,2.6,4.9,4.7,18.4,9.5,16.1,8,31.8,12.2,22.9,9.6,156898,18749,N,N,(X),(X),(X),(X),(X),(X),382,139,4.5,7.2,4.2,7,16.5,11.5,5.8,6.5,23,13.8,7.1,7.6,6.8,9.9,20.7,18.5,7.6,11,3.9,5.8,48295,17979,67223,18467,(X),(X),(X),(X),28.3,(X)
8600000US07461,ZCTA5 07461,6583,264,3.8,1.8,1.1,0.6,4.8,1.3,6.4,1.7,11.4,2.2,14.2,2.8,13.8,2.5,23.2,2.9,15.1,2.9,6.2,2,89366,5016,101977,7096,34.7,(X),(X),(X),(X),(X),5077,259,2.1,1.3,0.3,0.4,3.5,1.4,4.2,2,8.3,2.4,15.1,3.4,14.3,3,26.9,3.5,17.3,3.7,7.9,2.6,102868,5330,113917,8393,(X),(X),35.3,(X),(X),(X),4332,236,1.3,1.3,0.3,0.5,2.9,1.5,2.7,1.9,7.7,2.6,14.7,3.6,13.8,3.4,28,4.2,19.4,4.2,9.3,3,108917,8774,N,N,(X),(X),(X),(X),(X),(X),1506,231,9.5,5.6,3.9,2.4,9.7,3,14.5,4.7,22.4,7,11.9,4.4,11.8,4.7,10.7,5.6,5.4,3.7,0.3,0.5,45281,5417,58379,10028,(X),(X),(X),(X),32.3,(X)
8600000US07462,ZCTA5 07462,2553,222,3.2,2.6,1.1,1,5.2,2.4,4.8,2.9,8.7,3.1,16.7,4.2,15.4,4.6,22.4,4.6,15,4.3,7.6,3.1,88934,7292,104169,8298,28.4,(X),(X),(X),(X),(X),1538,166,2.6,2.9,0.6,0.8,4,3.4,2.7,2,9,4.3,15.2,5.3,14.6,6.1,23.8,5.6,18.1,5,9.4,4.3,101724,13395,115600,11375,(X),(X),26.8,(X),(X),(X),1177,143,0.3,0.7,0,2.9,0.7,1.1,2.5,2.1,7,4.2,14.4,5.8,13.6,5.6,30.3,7.4,21.7,6.6,9.6,4.8,112292,10665,N,N,(X),(X),(X),(X),(X),(X),1015,178,4.1,4.7,1.8,1.9,7.1,3.9,9.3,6.4,8.8,5.2,21.7,8.4,15.9,7.2,16.4,8.6,10.1,5.8,4.9,3.8,71008,11388,83347,11523,(X),(X),(X),(X),28.3,(X)
8600000US07463,ZCTA5 07463,3566,137,3.7,2.2,0.9,0.7,2.9,1.3,4.2,1.8,5.4,2,6.7,2.4,18.1,3.9,19.9,3.8,20.1,4.1,18.1,4,124803,10079,141591,11290,35,(X),(X),(X),(X),(X),2785,102,1.5,1.1,0.6,0.6,1.2,0.9,4.1,2,3.6,1.9,5.2,2.1,17.3,4.4,22.2,4.5,22.4,4.8,21.9,4.9,140411,12624,158448,13006,(X),(X),37.7,(X),(X),(X),2483,130,1,0.9,0.6,0.7,1.3,1.1,3.5,2.2,2.7,1.7,4.4,2,16,4.5,21.7,4.8,24.5,5.3,24.1,5.4,147796,8954,N,N,(X),(X),(X),(X),(X),(X),781,150,11.5,8.6,2.2,2.4,9.1,5.3,5.4,3.7,13.8,6.7,12,7.6,22.3,10.5,8.7,5.5,10.5,5.6,4.5,3.3,59273,21297,77735,13569,(X),(X),(X),(X),25.2,(X)
8600000US07465,ZCTA5 07465,2553,189,3.8,3.8,1.4,1.6,5,3.3,2.5,2.1,6.8,3.3,10.5,3.9,19.7,6.5,18.8,6.3,17,4.9,14.3,5.1,102610,11940,130134,19924,33.2,(X),(X),(X),(X),(X),1759,173,0,2,1.3,1.9,1.3,1.5,1.9,2.1,3.5,2.7,7.8,3.8,21.7,8.7,21.3,7.8,23.1,7,18.1,7,129010,20766,155570,28001,(X),(X),39.5,(X),(X),(X),1532,191,0,2.3,0,2.3,0.7,1.2,1,1.6,4,3.1,7.3,3.7,17.4,9.1,23.1,8.3,26.6,8.1,19.8,7.7,141944,24983,N,N,(X),(X),(X),(X),(X),(X),794,166,12.2,11.8,1.6,2.9,13.2,10.2,3.9,5,14.1,8.2,19.8,11.7,12.3,8.1,13.4,10.7,3.4,3.8,6,4.9,54023,17973,72762,16847,(X),(X),(X),(X),19.1,(X)
8600000US07470,ZCTA5 07470,18350,360,2,0.6,1.6,0.6,4.9,1,4.2,0.9,5.5,1.1,10.7,1.1,11.1,1.6,20.4,2,15,1.5,24.6,1.8,123204,4926,150601,4517,42.4,(X),(X),(X),(X),(X),13581,344,1.1,0.5,1,0.7,2.1,0.8,2.2,0.8,3.5,0.8,8.7,1.4,10.4,1.8,22.5,2.2,17.9,1.9,30.7,2.3,146798,5218,173336,5627,(X),(X),41.7,(X),(X),(X),11532,355,0.7,0.5,0.3,0.3,1.4,0.7,1.8,0.8,3,0.8,7,1.3,8.7,1.7,23.5,2.4,18.9,2.2,34.7,2.6,158381,7117,N,N,(X),(X),(X),(X),(X),(X),4769,379,4.9,2,3,1.6,13.3,3.1,9.7,2.6,11.3,3.4,17.9,3,13.4,3,15,3.5,5.5,2.1,6,2.7,61141,7381,81223,8683,(X),(X),(X),(X),44,(X)
8600000US07480,ZCTA5 07480,6026,229,4.5,2.2,0.5,0.6,6.5,2.8,5.1,1.9,6.9,2.4,13.1,3.2,13,3,20.9,3.4,15.4,3.1,14.3,2.5,100700,7346,118353,7638,42.8,(X),(X),(X),(X),(X),4362,240,2.2,1.6,0,0.8,1.5,1.8,2.2,1.6,5.7,2.5,13.7,4.1,12.1,3.3,25.7,4.2,18.3,4.1,18.6,3.4,124167,8778,138999,10846,(X),(X),43.2,(X),(X),(X),3716,245,2.1,1.7,0,0.9,1.8,2.1,2,1.6,5.2,2.6,12.6,4,10.8,3.3,25.7,4.7,19.3,4.5,20.5,4,129803,10517,N,N,(X),(X),(X),(X),(X),(X),1664,308,10.6,5.8,1.9,2.2,19.4,7.9,12.5,5.8,10.4,6.4,15.1,5.9,15.2,6.1,5.1,3.9,7.9,4.2,1.9,2.2,41098,15327,60540,9955,(X),(X),(X),(X),38.7,(X)
8600000US07481,ZCTA5 07481,5833,133,1.7,1.1,0.6,0.5,4.4,1.8,4.1,1.4,3.9,1.4,8.3,2.3,6.4,1.9,18.7,3.4,15.1,2.9,36.8,3.7,153736,8861,204532,14066,35.1,(X),(X),(X),(X),(X),4588,144,1,1,0,0.8,1,1,1.9,1.2,2.6,1.3,5.6,1.9,7,2.3,19.7,3.6,16.5,3.4,44.7,4.6,177222,18068,236042,16259,(X),(X),32.9,(X),(X),(X),3991,186,0.8,1,0,0.9,0.9,1.1,1.2,0.8,2.4,1.3,3.7,1.6,4.8,1.9,18.4,3.7,18.2,3.9,49.6,4.7,197938,18327,N,N,(X),(X),(X),(X),(X),(X),1245,176,4.3,2.6,2.7,2.3,16.9,7.9,12.3,5.5,8.7,4.4,19.7,7,4.8,3.2,14.3,6.2,8.8,5.5,7.6,3.4,56075,11041,86405,16677,(X),(X),(X),(X),43.1,(X)
8600000US07495,ZCTA5 07495,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
8600000US07501,ZCTA5 07501,10745,312,17.2,2.1,10.1,1.6,17,2.5,11.1,2,11.8,2.1,15.5,2.3,8.1,1.8,5.7,1.4,2.5,0.9,1.1,0.9,30467,2723,44858,3587,53.1,(X),(X),(X),(X),(X),6773,308,11.8,2.2,5.4,1.7,17.8,2.7,11.2,2.6,14.4,3.1,19.8,3.2,8.9,2.3,6.1,1.7,3.7,1.4,1,0.9,38836,4147,51168,4513,(X),(X),56.7,(X),(X),(X),3049,278,3,2,3.4,1.8,12.9,3.3,11.6,3.6,13.3,4.6,23.7,5.3,14.8,4.7,9.3,2.9,5.9,2.5,2,1.9,54857,4303,N,N,(X),(X),(X),(X),(X),(X),3972,328,27.9,4.4,18.7,3.5,18.6,4.1,11,3.1,7.2,2.8,7.6,2.7,4.4,2.2,3.2,1.9,0.3,0.4,1.3,1.1,16074,1424,29574,4075,(X),(X),(X),(X),44.7,(X)
8600000US07502,ZCTA5 07502,4504,238,5,2.3,5.6,2.6,9.6,3.3,11.5,4,13.8,3.9,14.8,3.7,11.6,4,17.4,4.1,5.7,2.9,5.1,2.5,54940,6617,74973,7630,56.9,(X),(X),(X),(X),(X),3629,265,5,2.7,5.5,2.9,9.6,3.6,7,3.1,13.4,4.5,15.9,4.9,12.8,5,18.2,4.8,6.6,3.6,6,3.1,59592,11838,80655,8760,(X),(X),56.8,(X),(X),(X),2201,287,0.7,1.3,3.3,3.6,7.7,4.4,6.8,3.7,12.3,5.2,17.6,6.1,15.5,7.1,17.3,5.5,10.3,5.5,8.5,4.7,77686,16170,N,N,(X),(X),(X),(X),(X),(X),875,214,11.7,6.8,14.1,8.9,14.2,9.7,21.6,11.1,11.4,5.6,15.1,7.5,3,2.9,7.5,9.2,0,3.9,1.5,2.5,30168,4799,39998,9596,(X),(X),(X),(X),47.2,(X)
8600000US07503,ZCTA5 07503,5399,252,11.1,3,6.8,2.6,11.5,2.8,9.8,3,14.8,3.7,16.6,3.4,10,2.6,10.5,2.6,5.2,1.9,3.6,1.7,46520,3098,62573,4838,61.7,(X),(X),(X),(X),(X),3921,293,7,3,5.6,2.9,11.6,3.8,10,3.3,16.2,4.5,17.9,4.1,10.9,3.4,11.3,3.5,4.4,1.7,5,2.2,49675,6176,68042,6132,(X),(X),63.9,(X),(X),(X),2256,258,2.5,2.2,5.7,4.2,9.1,5.1,10.3,4.4,11.3,4.5,19.5,5.9,12.7,5.2,14.7,5.2,7,2.8,7.2,3.7,61790,6671,N,N,(X),(X),(X),(X),(X),(X),1478,273,27.9,8,14.5,6,13.1,4.3,7.4,4.4,8.8,4.4,14.8,6,6.2,3.7,4.5,2.8,2.8,2.6,0,2.3,22074,7014,35849,5226,(X),(X),(X),(X),51.4,(X)
8600000US07504,ZCTA5 07504,3682,308,7.5,3.7,2.9,1.6,10.1,3.5,8.4,3.9,14.1,4.5,16.1,4.8,17.2,5.6,14.4,3.9,5.4,3,4,1.9,60231,9762,75084,7128,57.6,(X),(X),(X),(X),(X),2953,325,2.9,2.5,2,1.5,12,4.3,11.2,5.1,12.5,4.7,15.8,5.8,15.6,5.4,16.7,4.9,6.7,3.8,4.5,2.1,67097,14115,80271,7907,(X),(X),58.6,(X),(X),(X),1659,275,2.7,3.4,0.5,0.8,6.9,5.1,5.7,4.2,9.8,6.1,18.6,9,16.3,7.7,25.9,7.2,8.3,5.5,5.4,3.1,79640,6346,N,N,(X),(X),(X),(X),(X),(X),729,211,25.8,14.1,6.6,5.4,5.8,5.8,3.2,3.8,18,9.1,19.8,10.6,17,14.5,1.6,2.6,0,4.7,2.3,3,45461,13880,47812,13115,(X),(X),(X),(X),53.5,(X)
